step;time;x1;y1;x2;y2;x3;y3;task1;task2;task3;broken1;broken2;broken3;wscount1;wscount2;wscount3;wscount4;wscount5;queue
80;119;76;125;163;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
81;120;75;125;162;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
82;121;74;125;162;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
83;122;73;125;161;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
84;123;73;125;161;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
85;124;73;125;160;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
86;125;72;125;160;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
87;126;71;125;159;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
88;127;70;125;158;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
89;128;69;125;157;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
90;129;69;125;156;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
91;130;69;125;156;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
92;131;68;125;155;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
93;132;67;125;154;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
94;133;66;125;153;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
95;134;66;125;153;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
96;135;65;125;152;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
97;136;64;125;151;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
98;137;63;125;150;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1', 'ws4']
